"SiteID","RegionCode","Region","WebsiteLocation","RawSite","Lat","Long","Comments","Habitat","RawHab","Location","FA Locale","FA SubLocale","Nickname","SiteStatus","NoPosition","BadPosition","BadPositionDescription","AveragedPos"
2055,"GOA","Gulf of Alaska","southeastern Alaska, Whale Bay, Great Arm","576",56.7005,-134.8815,,"not reported",,"Whale Bay",,,,"yes",FALSE,FALSE,,FALSE
2056,"GOA","Gulf of Alaska","southeastern Alaska, Whale Bay, Small Arm","577",56.71516,-134.96249,,"Eelgrass","eelgrass","Whale Bay",,,"Small","yes",FALSE,FALSE,,FALSE
2057,"GOA","Gulf of Alaska","southeastern Alaska, Whale Bay, Small Arm","578",56.72466,-134.98197,"eelgrass is patchy","Kelp","eelgrass/kelp","Whale Bay",,,"Small","yes",FALSE,FALSE,,FALSE
2059,"GOA","Gulf of Alaska","southeastern Alaska, Whale Bay, Small Arm","580",56.674,-134.9982,"jigging on small school at ~80 meters","not reported",,"Whale Bay",,,,"yes",FALSE,FALSE,,FALSE
2062,"GOA","Gulf of Alaska","southeastern Alaska, Cross Sound, Islas Bay, Ilin Bay","583",57.83577,-136.37745,"modified beach seine; in eelgrass bed","Eelgrass","eelgrass","Islas Bay",,,"Ilin","yes",FALSE,FALSE,,FALSE
2063,"GOA","Gulf of Alaska","southeastern Alaska, Cross Sound, Islas Bay, Ilin Bay","584",57.84173,-136.37702,"set good but no fish; laminaria kelp","Kelp","kelp","Islas Bay",,,"Ilin","yes",FALSE,FALSE,,FALSE
2064,"GOA","Gulf of Alaska","southeastern Alaska, Cross Sound, Islas Bay, Ilin Bay","585",57.84137,-136.3759,"laminaria kelp","Kelp","kelp","Islas Bay",,,"Ilin","yes",FALSE,FALSE,,FALSE
2065,"GOA","Gulf of Alaska","southeastern Alaska, Cross Sound, Islas Bay","586",57.83076,-136.39423,,"Eelgrass-Kelp","eelgrass/kelp","Islas Bay",,,"Fjordselheim","yes",FALSE,FALSE,,FALSE
2066,"GOA","Gulf of Alaska","southeastern Alaska, Cross Sound, Islas Bay, Porcupine Bay","587",57.83103,-136.36657,,"Eelgrass-Kelp","eelgrass/kelp","Islas Bay",,,"Porcupine","yes",FALSE,FALSE,,FALSE
2067,"GOA","Gulf of Alaska","southeastern Alaska, Cross Sound, Islas Bay, Porcupine Bay","588",57.83353,-136.35705,,"Eelgrass-Kelp","eelgrass/kelp","Islas Bay",,,"Porcupine","yes",FALSE,FALSE,,FALSE
2074,"GOA","Gulf of Alaska","Kodiak Island, Kiliuda Bay","596",57.2587,-152.89019,"used ""start retrieve"" for haul end (not net onboard) wpt: net onboard 186 choker on: wpt 184, used as ""start fishing""; wpt 183 drop net","not reported",,"Kiliuda Bay",,,,"yes",FALSE,FALSE,,FALSE
2077,"GOA","Gulf of Alaska","Kodiak Island, Aialik Bay, Coleman Bay","599",59.87435,-149.62053,,"Kelp","kelp","Aialik Bay",,,"Coleman","yes",FALSE,FALSE,,FALSE
2078,"GOA","Gulf of Alaska","southeastern Alaska, Icy Strait, Dundas Bay","601",58.35253,-136.29794,"Sampled in Dundas Bay due to weather in Graves Harbor and Torch Bay.","Kelp","kelp","Dundas Bay",,,"none","yes",FALSE,FALSE,,FALSE
2079,"GOA","Gulf of Alaska","southeastern Alaska, Whale Bay, Krishika Island, Rakovoi Bay","606",56.59179,-134.97021,"GMT?","not reported",,"Whale Bay",,,,"yes",FALSE,FALSE,,FALSE
2080,"GOA","Gulf of Alaska","southeastern Alaska, Whale Bay, Great Arm","607",56.73014,-134.84865,"GMT?/ 1st set with new Seaview winch; good. Let net out until clear of wash, marked line.","not reported",,"Whale Bay",,,,"yes",FALSE,FALSE,,FALSE
2081,"GOA","Gulf of Alaska","southeastern Alaska, Whale Bay, Small Arm","608",56.6978,-134.985,"GMT?/ Converted lat/long to DD. I appeared on the datasheet to be in degrees/min. Jig on or near bottom; sign suspected to be jellyfish","not reported",,"Whale Bay",,,,"yes",FALSE,FALSE,,FALSE
2082,"GOA","Gulf of Alaska","southeastern Alaska, Whale Bay, Krishka Island, Rakovoi Bay","609",56.57176,-134.94731,,"Sand-Gravel","sand","Whale Bay",,,"Krishka","yes",FALSE,FALSE,,FALSE
2083,"GOA","Gulf of Alaska","southeastern Alaska, Whale Bay, Small Arm","610",56.7243,-134.98276,,"Eelgrass-Kelp","eelgrass/kelp","Whale Bay",,,"Small","yes",FALSE,FALSE,,FALSE
2084,"GOA","Gulf of Alaska","southeastern Alaska, Whale Bay, Krishka Island, Kritoi Basin","611",56.58918,-134.99287,,"Kelp","kelp","Whale Bay",,,"Krishka","yes",FALSE,FALSE,,FALSE
2085,"GOA","Gulf of Alaska","southeastern Alaska, Whale Bay, Great Arm","613",56.73933,-134.832,,"Eelgrass-Kelp","eelgrass/kelp","Whale Bay",,,"Great","yes",FALSE,FALSE,,FALSE
2086,"GOA","Gulf of Alaska","southeastern Alaska, Whale Bay, Great Arm","614",56.68026,-134.85699," Water haul! No catch.","Eelgrass-Kelp","eelgrass/kelp","Whale Bay",,,"Great","yes",FALSE,FALSE,,FALSE
2087,"GOA","Gulf of Alaska","southeastern Alaska, Whale Bay, Krishka Island, Rakovoi Bay","615",56.57899,-134.94247,,"Gravel-Cobble","gravel/cobble","Whale Bay",,,"Krishka","yes",FALSE,FALSE,,FALSE
2088,"GOA","Gulf of Alaska","southeastern Alaska, Whale Bay, Small Arm","616",56.71503,-134.9641,,"Eelgrass","eelgrass","Whale Bay",,,"Small","yes",FALSE,FALSE,,FALSE
2089,"GOA","Gulf of Alaska","southeastern Alaska, Sitka Sound, St. Lazaria","617",56.97145,-135.706183,,"not reported",,"St. Lazaria",,,,"yes",FALSE,FALSE,,FALSE
2090,"GOA","Gulf of Alaska","southeastern Alaska, Sitka Sound, St. Lazaria","618",56.977765,-135.653088,,"not reported",,"St. Lazaria",,,,"yes",FALSE,FALSE,,FALSE
2091,"GOA","Gulf of Alaska","southeastern Alaska, Sitka Sound, St. Lazaria","619",56.97992,-135.833035,,"not reported",,"St. Lazaria",,,,"yes",FALSE,FALSE,,FALSE
2092,"GOA","Gulf of Alaska","southeastern Alaska, Sitka Sound, St. Lazaria","620",56.969258,-135.800252,,"not reported",,"St. Lazaria",,,,"yes",FALSE,FALSE,,FALSE
2093,"GOA","Gulf of Alaska","southeastern Alaska, Sitka Sound, St. Lazaria","621",56.972235,-135.72923,,"not reported",,"St. Lazaria",,,,"yes",FALSE,FALSE,,FALSE
2094,"GOA","Gulf of Alaska","southeastern Alaska, Salisbury Sound, Neva Strait, St. John Baptist Bay","622",57.29278478,-135.5847086,"45 min tow; upper end of Salisbury Sound; wpt 254 net out; 256 start of tow; 257 haul back; 258 doors out of water; 259 net on board.","not reported",,"Salisbury Sound",,,,"yes",FALSE,FALSE,,FALSE
2095,"GOA","Gulf of Alaska","southeastern Alaska, Salisbury Sound","623",57.33527,-135.68422,"jigging at ~90 m on near-bottom echosign","not reported",,"Salisbury Sound",,,,"yes",FALSE,FALSE,,FALSE
2096,"GOA","Gulf of Alaska","southeastern Alaska, Salisbury Sound","624",57.36092,-135.723828,"fishing on near-bottom sign at ~65 m at edge of slope","not reported",,"Salisbury Sound",,,,"yes",FALSE,FALSE,,FALSE
2097,"GOA","Gulf of Alaska","southeastern Alaska, Salisbury Sound, Neva Strait, St. John Baptist Bay","625",57.28537,-135.55466,,"Eelgrass","eelgrass","Salisbury Sound",,,"Baptist","yes",FALSE,FALSE,,FALSE
2098,"GOA","Gulf of Alaska","southeastern Alaska, Salisbury Sound, Neva Strait, St. John Baptist Bay","626",57.28529,-135.55428,,"Sand-Gravel","sand","Salisbury Sound",,,"Baptist","yes",FALSE,FALSE,,FALSE
2099,"GOA","Gulf of Alaska","southeastern Alaska, Salisbury Sound","627",57.35511,-135.75212,"start lat is wpt 271 when line is out; end lat/long is 272, haul back.","not reported",,"Salisbury Sound",,,,"yes",FALSE,FALSE,,FALSE
2100,"GOA","Gulf of Alaska","southeastern Alaska, Salisbury Sound","628",57.370123,-135.830913,,"not reported",,"Salisbury Sound",,,,"yes",FALSE,FALSE,,FALSE
2101,"GOA","Gulf of Alaska","southeastern Alaska, Salisbury Sound, Kruzof Island, Kalinin Bay","629",57.32373,-135.78642,"very kelpy","Kelp","eelgrass/kelp","Salisbury Sound",,,"Kalinin","yes",FALSE,FALSE,,FALSE
2102,"GOA","Gulf of Alaska","southeastern Alaska, Salisbury Sound, Neva Strait, Kane Islands","630",57.30077,-135.63638,"bad seine site; beach very very rocky with large razor sharp barnacles; very difficult to retrieve net.","Gravel-Cobble","gravel/cobble","Salisbury Sound",,,"Kane","yes",FALSE,FALSE,,FALSE
2103,"GOA","Gulf of Alaska","southeastern Alaska, Salisbury Sound, Kruzof Island, Kalinin Bay","631",57.31702,-135.78676,,"Sand-Gravel","sand","Salisbury Sound",,,"Kalinin","yes",FALSE,FALSE,,FALSE
2104,"GOA","Gulf of Alaska","southeastern Alaska, Salisbury Sound, Neva Strait, Kane Islands","632",57.32211,-135.63914,"big snarl/foul up in rings on seine","Eelgrass-Kelp","eelgrass/kelp","Salisbury Sound",,,"Kane","yes",FALSE,FALSE,,FALSE
2105,"GOA","Gulf of Alaska","southeastern Alaska, Salisbury Sound, Kruzof Island, Kalinin Bay","633",57.31437,-135.78583,,"Sand-Gravel","sand","Salisbury Sound",,,"Kalinin","yes",FALSE,FALSE,,FALSE
2106,"GOA","Gulf of Alaska","southeastern Alaska, Salisbury Sound, Neva Strait, Zeal Point","634",57.28947,-135.58569,,"Kelp","kelp","Salisbury Sound",,,"Zeal","yes",FALSE,FALSE,,FALSE
2107,"GOA","Gulf of Alaska","southeastern Alaska, Cross Sound, Islas Bay, Ilin Bay","635",57.8357,-136.37758,,"Eelgrass","eelgrass","Islas Bay",,,"Ilin","yes",FALSE,FALSE,,FALSE
2108,"GOA","Gulf of Alaska","southeastern Alaska, Cross Sound, Islas Bay, Ilin Bay","636",57.84144,-136.37587,,"Kelp","kelp","Islas Bay",,,"Ilin","yes",FALSE,FALSE,,FALSE
2109,"GOA","Gulf of Alaska","southeastern Alaska, Cross Sound, Islas Bay, Ilin Bay","637",57.84279,-136.37541,,"Eelgrass","eelgrass","Islas Bay",,,"Ilin","yes",FALSE,FALSE,,FALSE
2110,"GOA","Gulf of Alaska","southeastern Alaska, Cross Sound, Islas Bay","638",57.83087,-136.39444,,"Eelgrass-Kelp","eelgrass/kelp","Islas Bay",,,"Fjordselheim","yes",FALSE,FALSE,,FALSE
2111,"GOA","Gulf of Alaska","southeastern Alaska, Cross Sound, Islas Bay, Porcupine Bay","639",57.83007,-136.35468,"slightly skewed tow","Gravel-Cobble","gravel/cobble","Islas Bay",,,"Porcupine","yes",FALSE,FALSE,,FALSE
2112,"GOA","Gulf of Alaska","southeastern Alaska, Cross Sound, Islas Bay, Porcupine Bay","640",57.83353,-136.35757,,"Eelgrass-Kelp","eelgrass/kelp","Islas Bay",,,"Porcupine","yes",FALSE,FALSE,,FALSE
2113,"GOA","Gulf of Alaska","southeastern Alaska, Cross Sound, Islas Bay, Porcupine Bay","641",57.83124,-136.36693,,"Eelgrass-Kelp","eelgrass/kelp","Islas Bay",,,"Porcupine","yes",FALSE,FALSE,,FALSE
2114,"GOA","Gulf of Alaska","southeastern Alaska, Cross Sound, Graves Harbor","642",58.29264,-136.69601,"no fish! Tracked trawl using TDR U-11338; time = 51:54; 1 depth: 4.05 m; max depth: 6.01 m; temp: 5.24 C, 5.12 C min.","not reported",,"Graves Harbor",,,,"yes",FALSE,FALSE,,FALSE
2115,"GOA","Gulf of Alaska","southeastern Alaska, Cross Sound, Graves Harbor","643",58.27317,-136.68352,"2 CTD drops, one very shallow (cold and fresh) and one in 6ft depth","Sand-Gravel","sand","Graves Harbor",,,"Graves","yes",FALSE,FALSE,,FALSE
2116,"GOA","Gulf of Alaska","southeastern Alaska, Cross Sound, Graves Harbor, Murphy Cove","644",58.26746,-136.71603,"habitat: mostly sand with sparse kelp","Sand-Gravel","sand/kelp","Graves Harbor",,,"Murphy","yes",FALSE,FALSE,,FALSE
2117,"GOA","Gulf of Alaska","southeastern Alaska, Cross Sound, Graves Harbor","645",58.27436,-136.68248,,"Kelp","kelp","Graves Harbor",,,"Graves","yes",FALSE,FALSE,,FALSE
2118,"GOA","Gulf of Alaska","southeastern Alaska, Cross Sound, Graves Harbor","646",58.27537,-136.67805,,"Kelp","kelp","Graves Harbor",,,"Graves","yes",FALSE,FALSE,,FALSE
2119,"GOA","Gulf of Alaska","southeastern Alaska, Cross Sound, Graves Harbor, Murphy Cove","647",58.2741,-136.71548,,"Kelp","kelp","Graves Harbor",,,"Murphy","yes",FALSE,FALSE,,FALSE
2120,"GOA","Gulf of Alaska","Kenai Peninsula, Port Dick, Sunday Harbor","648",59.27895,-150.97549,"T= 5.56 C P.S.S = 31.41","Eelgrass","eelgrass","Port Dick",,,"Sunday","yes",FALSE,FALSE,,FALSE
2121,"GOA","Gulf of Alaska","Kenai Peninsula, Port Dick, Sunday Harbor","649",59.27153,-150.98953,"T= 5.53 C P.S.S. = 30.74 Previous set snagged large tree, this was a reset of that haul (no recorded).","Kelp","kelp","Port Dick",,,"Sunday","yes",FALSE,FALSE,,FALSE
2122,"GOA","Gulf of Alaska","Kenai Peninsula, Port Dick, West Arm","650",59.29185,-151.13675,"drop camera","Kelp","kelp","Port Dick",,,"Waterfall","yes",FALSE,FALSE,,FALSE
2123,"GOA","Gulf of Alaska","Kenai Peninsula, Port Dick, West Arm","651",59.29511,-151.12892,"T = 6.40 C PSS = 31.35 patches of eel grass mixed in with laminaria kelp","Eelgrass-Kelp","eelgrass/kelp","Port Dick",,,"Waterfall","yes",FALSE,FALSE,,FALSE
2124,"GOA","Gulf of Alaska","Kenai Peninsula, Port Dick, Taylor Bay","652",59.31367,-151.0253,"T = 5.71 PSS = 31.36 lettuce kelp; medium dense","Kelp","eelgrass/kelp","Port Dick",,,"Taylor","yes",FALSE,FALSE,,FALSE
2125,"GOA","Gulf of Alaska","Kenai Peninsula, Port Dick, Taylor Bay","653",59.31373,-151.03889,"T=6.26 C PSS = 30.28","Eelgrass-Kelp","eelgrass/kelp","Port Dick",,,"Taylor","yes",FALSE,FALSE,,FALSE
2126,"GOA","Gulf of Alaska","Kodiak Island, Izhuit Bay, Kitoi Bay","655",58.1904,-152.32231,,"Gravel-Cobble","gravel/cobble","Izhuit Bay",,,"Kitoi","yes",FALSE,FALSE,,FALSE
2127,"GOA","Gulf of Alaska","Kodiak Island, Izhuit Bay, Saposa Bay","656",58.27116,-152.2524,,"Eelgrass","eelgrass","Izhuit Bay",,,"Saposa","yes",FALSE,FALSE,,FALSE
2128,"GOA","Gulf of Alaska","Kodiak Island, Izhuit Bay, Kitoi Bay","657",58.19949,-152.3605,,"Kelp","kelp","Izhuit Bay",,,"Kitoi","yes",FALSE,FALSE,,FALSE
2129,"GOA","Gulf of Alaska","Kodiak Island, Izhuit Bay, Kitoi Bay","658",58.19067,-152.33069,,"Kelp","kelp","Izhuit Bay",,,"Kitoi","yes",FALSE,FALSE,,FALSE
2130,"GOA","Gulf of Alaska","Kodiak Island, Izhuit Bay, Saposa Bay","659",58.25772,-152.27348,,"Kelp","kelp","Izhuit Bay",,,"Tweener","yes",FALSE,FALSE,,FALSE
2131,"GOA","Gulf of Alaska","Kodiak Island, Izhuit Bay, Saposa Bay","660",58.25966,-152.2847,"habitat is educated guess","Kelp","kelp","Izhuit Bay",,,"Tweener","yes",FALSE,FALSE,,FALSE
2132,"GOA","Gulf of Alaska","Kenai Peninsula, Izhuit Bay","661",59.89931,-149.64784,,"Kelp","gravel/kelp","Aialik Bay",,,"Sparkle","yes",FALSE,FALSE,,FALSE
2133,"GOA","Gulf of Alaska","Kenai Peninsula, Aialik Bay, Three Hole Bay","662",59.76138,-149.64244,"mouth of 3-hole bay; water very clear","Kelp","kelp","Aialik Bay",,,"Three","yes",FALSE,FALSE,,FALSE
2134,"GOA","Gulf of Alaska","Kenai Peninsula, Aialik Bay","663",59.90065,-149.72012,"kelp; set was okay, lot of wind. Tangle in purse line at beginning of retrieval.","Kelp","kelp","Aialik Bay",,,"Sparkle","yes",FALSE,FALSE,,FALSE
2135,"GOA","Gulf of Alaska","Kenai Peninsula, Aialik Bay","664",59.88341,-149.71614,"west side above sill; kelp (camera); clear water","Kelp","kelp","Aialik Bay",,,"Sparkle","yes",FALSE,FALSE,,FALSE
2136,"GOA","Gulf of Alaska","Kenai Peninsula, Aialik Bay, Coleman Bay","665",59.87462,-149.62044,,"Kelp","kelp","Aialik Bay",,,"Coleman","yes",FALSE,FALSE,,FALSE
2137,"GOA","Gulf of Alaska","Kenai Peninsula, Aialik Bay","666",59.88345,-149.661,"drop camera","Kelp","kelp","Aialik Bay",,,"Sparkle","yes",FALSE,FALSE,,FALSE
2138,"GOA","Gulf of Alaska","Kodiak Island, Kiliuda Bay","667",57.31263,-153.16966,,"Eelgrass","eelgrass","Kiliuda Bay",,,"Dungie","yes",FALSE,FALSE,,FALSE
2139,"GOA","Gulf of Alaska","Kodiak Island, Kiliuda Bay","668",57.31189,-153.16705,,"Eelgrass","eelgrass","Kiliuda Bay",,,"Dungie","yes",FALSE,FALSE,,FALSE
2140,"GOA","Gulf of Alaska","Kodiak Island, Kiliuda Bay","669",57.3303,-153.16446,"set classified as good athough set was high and wind and net recovery was difficult. Slight net tangle at end.","Eelgrass","eelgrass","Kiliuda Bay",,,"Dungie","yes",FALSE,FALSE,,FALSE
2141,"GOA","Gulf of Alaska","Kodiak Island, Kiliuda Bay, Shearwater Bay","670",57.32334,-152.91253,"shearwater east side","Kelp","kelp","Kiliuda Bay",,,"Shearwater","yes",FALSE,FALSE,,FALSE
2142,"GOA","Gulf of Alaska","Kodiak Island, Kiliuda Bay, Shearwater Bay","671",57.32235,-152.90402,,"Eelgrass-Kelp","eelgrass/kelp","Kiliuda Bay",,,"Shearwater","yes",FALSE,FALSE,,FALSE
2143,"GOA","Gulf of Alaska","Kodiak Island, Kiliuda Bay, Santa Flavia Bay","672",57.30349,-152.84834,,"Kelp","kelp","Kiliuda Bay",,,"Flavia","yes",FALSE,FALSE,,FALSE
2144,"GOA","Gulf of Alaska","Kodiak Island, Kiliuda Bay, Santa Flavia Bay","673",57.30344,-152.84911,,"Kelp","kelp","Kiliuda Bay",,,"Flavia","yes",FALSE,FALSE,,FALSE
2145,"GOA","Gulf of Alaska","southeastern Alaska, Whale Bay, Krishka Island, Rakovoi Bay","674",56.57892,-134.94183,"temp/salinity off.","Kelp","gravel/kelp","Whale Bay",,,"Krishka","yes",FALSE,FALSE,,FALSE
2146,"GOA","Gulf of Alaska","southeastern Alaska, Whale Bay, Great Arm","675",56.73847,-134.83238,"lots of silver salmon in area","Eelgrass-Kelp","eelgrass/kelp","Whale Bay",,,"Great","yes",FALSE,FALSE,,FALSE
2147,"GOA","Gulf of Alaska","southeastern Alaska, Whale Bay, Great Arm","676",56.68031,-134.85648,"cast T: 14.14 psu: 25.73; net clogged with small jellies","Eelgrass-Kelp","eelgrass/kelp","Whale Bay",,,"Great","yes",FALSE,FALSE,,FALSE
2148,"GOA","Gulf of Alaska","southeastern Alaska, Whale Bay, Krishka Island, Rakovoi Bay","677",56.5733,-134.94865,"pursed from wrong end; may have lost catch. NO catch.","Sand-Gravel","sand","Whale Bay",,,"Krishka","no",FALSE,FALSE,,FALSE
2149,"GOA","Gulf of Alaska","southeastern Alaska, Whale Bay, Small Arm","678",56.72451,-134.98021,,"Eelgrass-Kelp","eelgrass/kelp","Whale Bay",,,"Small","yes",FALSE,FALSE,,FALSE
2150,"GOA","Gulf of Alaska","southeastern Alaska, Whale Bay, Small Arm","679",56.7152,-134.96275,"live birth of shiner perch!","Eelgrass","eelgrass","Whale Bay",,,"Small","yes",FALSE,FALSE,,FALSE
2151,"GOA","Gulf of Alaska","southeastern Alaska, Whale Bay, Krishka Island, Kritoi Basin","680",56.5892,-134.99284,"laminaria kelp","Kelp","kelp","Whale Bay",,,"Krishka","yes",FALSE,FALSE,,FALSE
2152,"GOA","Gulf of Alaska","southeastern Alaska, Whale Bay, Krishka Island, Port Banks","681",56.574833,-134.988,"jigging on herring looking sign in Port Banks","not reported",,"Whale Bay",,,,"yes",FALSE,FALSE,,FALSE
2153,"GOA","Gulf of Alaska","southeastern Alaska, Whale Bay, Great Arm","682",56.657,-134.90166,"jigging on acoustic sign Great Arm","not reported",,"Whale Bay",,,,"yes",FALSE,FALSE,,FALSE
2154,"GOA","Gulf of Alaska","southeastern Alaska, Whale Bay, Small Arm","683",56.71315,-134.98005,"jigging on sign in Small Arm","not reported",,"Whale Bay",,,,"yes",FALSE,FALSE,,FALSE
2157,"GOA","Gulf of Alaska","southeastern Alaska, Salisbury Sound, Kruzof Island, Kalinin Bay","686",57.31692,-135.78703,"flat and sandy; some kelp","Sand-Gravel","sand/kelp","Salisbury Sound",,,"Kalinin","yes",FALSE,FALSE,,FALSE
2158,"GOA","Gulf of Alaska","southeastern Alaska, Salisbury Sound, Kruzof Island, Kalinin Bay","687",57.32367,-135.78654,,"Eelgrass-Kelp","eelgrass/kelp","Salisbury Sound",,,"Kalinin","yes",FALSE,FALSE,,FALSE
2159,"GOA","Gulf of Alaska","southeastern Alaska, Salisbury Sound, Neva Strait, Zeal Point","688",57.29161,-135.60492,"bull kelp","Kelp","kelp","Salisbury Sound",,,"Zeal","yes",FALSE,FALSE,,FALSE
2160,"GOA","Gulf of Alaska","southeastern Alaska, Salisbury Sound, Neva Strait, Zeal Point","689",57.28946,-135.58594,"may have been taken too deep; kelp on bottom","Kelp","kelp","Salisbury Sound",,,"Zeal","yes",FALSE,FALSE,,FALSE
2161,"GOA","Gulf of Alaska","southeastern Alaska, Salisbury Sound, Neva Strait, Zeal Point","690",57.28927,-135.58644,,"Kelp","kelp","Salisbury Sound",,,"Zeal","yes",FALSE,FALSE,,FALSE
2162,"GOA","Gulf of Alaska","southeastern Alaska, Salisbury Sound, Neva Strait, Kane Islands","691",57.32222,-135.63808,,"Eelgrass-Kelp","eelgrass/kelp","Salisbury Sound",,,"Kane","yes",FALSE,FALSE,,FALSE
2164,"GOA","Gulf of Alaska","southeastern Alaska, Cross Sound, Islas Bay, Ilin Bay","693",57.83574,-136.37741,,"Eelgrass","eelgrass","Islas Bay",,,"Ilin","yes",FALSE,FALSE,,FALSE
2165,"GOA","Gulf of Alaska","southeastern Alaska, Cross Sound, Islas Bay","694",57.82799,-136.40108,,"Eelgrass-Kelp","eelgrass/kelp","Islas Bay",,,"Fjordselheim","yes",FALSE,FALSE,,FALSE
2166,"GOA","Gulf of Alaska","southeastern Alaska, Cross Sound, Islas Bay","695",57.83073,-136.3941,"clear water","Eelgrass-Kelp","eelgrass/kelp","Islas Bay",,,"Fjordselheim","yes",FALSE,FALSE,,FALSE
2167,"GOA","Gulf of Alaska","southeastern Alaska, Cross Sound, Islas Bay, Ilin Bay","696",57.84293,-136.37468,"thick eelgrass; too shallow, rolled net. Took long time to fix. Small school of fish, maybe herring.","Eelgrass","eelgrass","Islas Bay",,,"Ilin","yes",FALSE,FALSE,,FALSE
2168,"GOA","Gulf of Alaska","southeastern Alaska, Cross Sound, Islas Bay, Porcupine Bay","697",57.83354,-136.35739,,"Eelgrass-Kelp","eelgrass/kelp","Islas Bay",,,"Porcupine","yes",FALSE,FALSE,,FALSE
2169,"GOA","Gulf of Alaska","southeastern Alaska, Cross Sound, Islas Bay, Ilin Bay","698",57.8415,-136.37595,,"Kelp","kelp","Islas Bay",,,"Ilin","yes",FALSE,FALSE,,FALSE
2170,"GOA","Gulf of Alaska","southeastern Alaska, Cross Sound, Islas Bay","699",57.83085,-136.39449,,"Eelgrass-Kelp","eelgrass/kelp","Islas Bay",,,"Fjordselheim","yes",FALSE,FALSE,,FALSE
2172,"GOA","Gulf of Alaska","southeastern Alaska, Cross Sound, Torch Bay","701",58.33092,-136.77115,,"Eelgrass","eelgrass","Torch Bay",,,"Torch","yes",FALSE,FALSE,,FALSE
2173,"GOA","Gulf of Alaska","southeastern Alaska, Cross Sound, Torch Bay","702",58.32981,-136.7724,,"Kelp","kelp","Torch Bay",,,"Torch","yes",FALSE,FALSE,,FALSE
2174,"GOA","Gulf of Alaska","southeastern Alaska, Cross Sound, Torch Bay","703",58.32184,-136.7746,,"Kelp","kelp","Torch Bay",,,"Torch","yes",FALSE,FALSE,,FALSE
2177,"GOA","Gulf of Alaska","southeastern Alaska, Cross Sound, Graves Harbor, Murk Bay","706",58.30354,-136.74123,,"Kelp","kelp","Graves Harbor",,,"Murk","yes",FALSE,FALSE,,FALSE
2178,"GOA","Gulf of Alaska","southeastern Alaska, Cross Sound, Graves Harbor, Murphy Cove","707",58.27039,-136.71533,"ribbon kelp","Kelp","kelp","Graves Harbor",,,"Murphy","yes",FALSE,FALSE,,FALSE
2179,"GOA","Gulf of Alaska","southeastern Alaska, Cross Sound, Graves Harbor","708",58.27434,-136.68173,"mixed kelp bottom","Kelp","kelp","Graves Harbor",,,"Graves","yes",FALSE,FALSE,,FALSE
2180,"GOA","Gulf of Alaska","Kodiak Island, Kiliuda Bay","709",57.31256,-153.16956,"Sunny day; thick eelgrass","Eelgrass","eelgrass","Kiliuda Bay",,,"Dungie","yes",FALSE,FALSE,,FALSE
2181,"GOA","Gulf of Alaska","Kodiak Island, Kiliuda Bay","710",57.33077,-153.1646,,"Eelgrass","eelgrass","Kiliuda Bay",,,"Dungie","yes",FALSE,FALSE,,FALSE
2182,"GOA","Gulf of Alaska","Kodiak Island, Kiliuda Bay","711",57.3122,-153.16698,,"Eelgrass","eelgrass","Kiliuda Bay",,,"Dungie","yes",FALSE,FALSE,,FALSE
2183,"GOA","Gulf of Alaska","Kodiak Island, Kiliuda Bay, Shearwater Bay","712",57.32342,-152.9126,,"Kelp","kelp","Kiliuda Bay",,,"Shearwater","yes",FALSE,FALSE,,FALSE
2184,"GOA","Gulf of Alaska","Kodiak Island, Kiliuda Bay, Santa Flavia Bay","713",57.3034,-152.84888,"kelp bottom, laminaria and ribbon kelp. Large boulders in area","Kelp","kelp","Kiliuda Bay",,,"Flavia","yes",FALSE,FALSE,,FALSE
2185,"GOA","Gulf of Alaska","Kodiak Island, Kiliuda Bay","714",57.32248,-153.156035,"Kaluika Bay","not reported",,"Kiliuda Bay",,,,"yes",FALSE,FALSE,,FALSE
2186,"GOA","Gulf of Alaska","Kodiak Island, Kiliuda Bay","715",57.2798,-152.87289,,"not reported",,"Kiliuda Bay",,,,"yes",FALSE,FALSE,,FALSE
2189,"GOA","Gulf of Alaska","Kodiak Island, Izhuit Bay, Kitoi Bay","718",58.19027,-152.3224,,"Gravel-Cobble","gravel/cobble","Izhuit Bay",,,"Kitoi","yes",FALSE,FALSE,,FALSE
2190,"GOA","Gulf of Alaska","Kodiak Island, Izhuit Bay, Saposa Bay","719",58.27013,-152.25455,"nearby salinity of 18.0","Eelgrass","eelgrass","Izhuit Bay",,,"Saposa","yes",FALSE,FALSE,,FALSE
2191,"GOA","Gulf of Alaska","Kodiak Island, Izhuit Bay, Kitoi Bay","720",58.19079,-152.33058,"variety of kelp including bull kelp","Kelp","kelp","Izhuit Bay",,,"Kitoi","yes",FALSE,FALSE,,FALSE
2192,"GOA","Gulf of Alaska","Kodiak Island, Izhuit Bay, Kitoi Bay","721",58.19832,-152.35881,"did not split herring by size composition","Kelp","kelp","Izhuit Bay",,,"Kitoi","yes",FALSE,FALSE,,FALSE
2193,"GOA","Gulf of Alaska","Kodiak Island, Izhuit Bay, Saposa Bay","723",58.25782,-152.2735,,"Kelp","kelp","Izhuit Bay",,,"Tweener","yes",FALSE,FALSE,,FALSE
